Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-08-26,202,2,2,962,2830,2995
astro,2016-08-26,208,2,2,1056,3195,3335
astro,2016-08-26,225,1,1,649,2110,2260
astro,2016-08-26,229,1,1,718,2486,2556
astro,2016-08-26,304,1,1,627,1845,2070
astro,2016-08-26,329,1,1,718,2491,2561
astro,2016-08-26,331,1,1,596,1782,1932
astro,2016-08-26,415,1,1,596,1762,1862
astro,2016-08-26,429,1,1,718,2546,2616
astro,2016-08-26,432,1,1,697,2345,2495
astro,2016-08-26,435,2,2,1056,3061,3226
astro,2016-08-26,505,1,1,627,1980,2100
astro,2016-08-26,508,2,2,1056,3066,3231
astro,2016-08-26,538,0,1,535,1755,1855
astro,2016-08-26,540,2,2,1000,2872,2962
astro,2016-08-26,640,2,2,971,2829,2994
astro,2016-08-26,641,2,2,962,2900,3065
